CountryCode,Year,Week,Sex,0-14,15-64,65-74,75-84,85+,Total,0-14,15-64,65-74,75-84,85+,Total,Split,SplitSex,Forecast
GBRTENW,2012,30,b,84,1440,1500,2557,3295,8876,0.000436816635930868,0.00202795887479671,0.0151100316194153,0.0416238798113903,0.133164115788367,0.00815943272088324,0,0,0
GBRTENW,2012,31,m,39,853,893,1331,1147,4263,0.000396121118838433,0.00240959292911372,0.0186879474180742,0.0492568948734443,0.140326828061968,0.00796172662525094,0,0,0
GBRTENW,2012,31,f,30,571,634,1259,2184,4678,0.000319673905939467,0.0016036088528032,0.0123137907091733,0.0365887488490707,0.131803450193922,0.00846874481575276,0,0,0
GBRTENW,2012,31,b,69,1424,1527,2590,3331,8941,0.000358813665228927,0.00200542599841008,0.0153820121885648,0.0421610671535006,0.134619019633096,0.00821918521376938,0,0,0
GBRTENW,2012,32,m,62,835,850,1339,1213,4299,0.000629731009435458,0.00235874571607264,0.0177880798492307,0.0495529543467633,0.148401431943476,0.00802896147359929,0,0,0
GBRTENW,2012,32,f,46,538,597,1225,2103,4509,0.000490166655773849,0.00151093093311405,0.0115951625447578,0.0356006491978647,0.126915135420246,0.00816279828435853,0,0,0
GBRTENW,2012,32,b,108,1373,1447,2564,3316,8808,0.000561621389053973,0.0019336024549277,0.0145761438355293,0.0417378286415349,0.134012809697792,0.00809692242063312,0,0,0
GBRTENW,2012,33,m,30,821,844,1354,1190,4239,0.000304708552952641,0.00231919788370735,0.0176625169326479,0.0501080658592364,0.145587554833254,0.0079169033930187,0,0,0
GBRTENW,2012,33,f,38,555,602,1257,2084,4536,0.000404920280856658,0.001558674103863,0.011692274458868,0.0365306253401762,0.125768493683211,0.00821167731600139,0,0,0
GBRTENW,2012,33,b,68,1376,1446,2611,3274,8775,0.000353613467182131,0.00193782736925019,0.0145660704811164,0.0425029136439344,0.132315421878942,0.00806658653962939,0,0,0
GBRTENW,2012,34,m,36,850,928,1329,1200,4343,0.000365650263543169,0.00240111839360688,0.0194203977648072,0.0491828800051146,0.146810979663785,0.00811113739935839,0,0,0
GBRTENW,2012,34,f,45,577,587,1289,2136,4634,0.0004795108589092,0.00162045938365577,0.0114009387165374,0.0374606014824878,0.128906671068781,0.00838909009751994,0,0,0
GBRTENW,2012,34,b,81,1427,1515,2618,3336,8977,0.00042121604179048,0.00200965091273257,0.0152611319356095,0.042616862474079,0.13482108961153,0.00825227890213709,0,0,0
GBRTENW,2012,35,m,44,731,767,1211,1029,3782,0.000446905877663874,0.00206496181850191,0.0160511261698353,0.0448160027736597,0.125890415061696,0.00706339434592987,0,0,0
GBRTENW,2012,35,f,31,464,526,1077,1737,3835,0.000330329702804116,0.00130310771926565,0.010216173364393,0.0312995095396737,0.104827194591045,0.00694263282779218,0,0,0
GBRTENW,2012,35,b,75,1195,1293,2288,2766,7617,0.000390014853509704,0.00168292420512644,0.013024847255936,0.0372449890529766,0.111785112069992,0.0070020728971347,0,0,0
GBRTENW,2012,36,m,53,826,830,1328,1198,4235,0.000538318443549666,0.00233332210955209,0.0173695367939547,0.0491458725709497,0.146566294697679,0.00790943285431333,0,0,0
GBRTENW,2012,36,f,29,581,588,1268,2147,4613,0.000309018109074818,0.00163169307089082,0.0114203610993595,0.0368503046390958,0.129570516284959,0.00835107307290882,0,0,0
GBRTENW,2012,36,b,82,1407,1418,2596,3345,8848,0.000426416239837276,0.00198148481724929,0.0142840165575539,0.0422587375793388,0.135184815572713,0.00813369318548613,0,0,0
GBRTENW,2012,37,m,44,869,893,1301,1228,4335,0.000446905877663874,0.00245479045181691,0.0186879474180742,0.0481466718484982,0.150236569189274,0.00809619632194765,0,0,0
GBRTENW,2012,37,f,38,496,583,1185,2003,4305,0.000404920280856658,0.00139297721714604,0.0113232491852493,0.0344381790199752,0.120880178909535,0.0077934900452791,0,0,0
GBRTENW,2012,37,b,82,1365,1476,2486,3231,8640,0.000426416239837276,0.00192233601673438,0.0148682711135047,0.040468113105638,0.130577620064405,0.00794248520825047,0,0,0
GBRTENW,2012,38,m,34,922,840,1338,1166,4300,0.000345336360012993,0.00260450724577122,0.0175788083215927,0.0495159469125984,0.142651335239978,0.00803082910827563,0,0,0
GBRTENW,2012,38,f,37,570,634,1210,2087,4538,0.000394264483992009,0.00160080043099444,0.0123137907091733,0.0351647228811561,0.125949542378532,0.00821529798501197,0,0,0
GBRTENW,2012,38,b,71,1492,1474,2548,3253,8838,0.00036921406132252,0.00210119072305326,0.0148481244046788,0.041477374172633,0.131466727969517,0.00812450049427288,0,0,0
GBRTENW,2012,39,m,50,789,920,1393,1217,4369,0.000507847588254402,0.00222880283830097,0.0192529805426968,0.0515513557916664,0.148890801875689,0.00815969590094331,0,0,0
GBRTENW,2012,39,f,25,551,575,1231,2113,4495,0.000266394921616222,0.00154744041662796,0.011167870122673,0.0357750197245481,0.127518631071317,0.00813745360128445,0,0,0
GBRTENW,2012,39,b,75,1340,1495,2624,3330,8864,0.000390014853509704,0.00188712839738027,0.0150596648473506,0.0427145328999172,0.134578605637409,0.00814840149142734,0,0,0
GBRTENW,2012,40,m,50,823,896,1411,1296,4476,0.000507847588254402,0.00232484757404525,0.0187507288763656,0.0522174896066341,0.158555858036888,0.00835953281131203,0,0,0
GBRTENW,2012,40,f,32,533,612,1228,2187,4592,0.000340985499668765,0.00149688882407024,0.0118864982870884,0.0356878344612064,0.131984498889243,0.0083130560482977,0,0,0
GBRTENW,2012,40,b,82,1356,1508,2639,3483,9068,0.000426416239837276,0.0019096612737669,0.0151906184547189,0.0429587089645128,0.140761946977506,0.0083359323921777,0,0,0
GBRTENW,2012,41,m,31,868,858,1429,1310,4496,0.000314865504717729,0.00245196560664796,0.0179554970713412,0.0528836234216017,0.160268652799632,0.0083968855048389,0,0,0
GBRTENW,2012,41,f,32,564,631,1392,2326,4945,0.000340985499668765,0.00158394990014186,0.0122555235607072,0.0404539621905532,0.140373088439131,0.00895210412866554,0,0,0
GBRTENW,2012,41,b,63,1432,1489,2821,3636,9441,0.000327612476948151,0.0020166924366034,0.0149992247208729,0.0459213785482723,0.146945288317603,0.00867881977443203,0,0,0
GBRTENW,2012,42,m,55,803,910,1441,1283,4492,0.000558632347079842,0.00226835067066626,0.0190437090150588,0.0533277126315802,0.156965405757197,0.00838941496613352,0,0,0
GBRTENW,2012,42,f,26,562,625,1309,2270,4792,0.000277050718480871,0.00157833305652434,0.012138989263775,0.0380418365714325,0.136993512793133,0.00867512294935597,0,0,0
GBRTENW,2012,42,b,81,1365,1535,2750,3553,9284,0.00042121604179048,0.00192233601673438,0.0154625990238683,0.0447656118425199,0.14359092667559,0.00853449452238396,0,0,0
GBRTENW,2012,43,m,42,871,868,1462,1373,4616,0.000426591974133698,0.00246044014215481,0.0181647685989792,0.0541048687490425,0.167976229231981,0.00862100166600008,0,0,0
GBRTENW,2012,43,f,38,558,622,1380,2336,4934,0.000404920280856658,0.00156709936928929,0.0120807221153088,0.0401052211371863,0.140976584090202,0.00893219044910733,0,0,0
GBRTENW,2012,43,b,80,1429,1490,2842,3709,9550,0.000416015843743684,0.0020124675222809,0.0150092980752859,0.046263225038706,0.149895510002748,0.00877902010865648,0,0,0
GBRTENW,2012,44,m,48,842,919,1335,1266,4410,0.000487533684724226,0.00237851963225528,0.019232053389933,0.0494049246101038,0.154885583545294,0.00823626892267338,0,0,0
GBRTENW,2012,44,f,36,600,660,1331,2297,4924,0.00038360868712736,0.0016850530852573,0.0128187726625464,0.0386811951692717,0.138622951051025,0.00891408710405442,0,0,0
GBRTENW,2012,44,b,84,1442,1579,2666,3563,9334,0.000436816635930868,0.00203077548434504,0.0159058266180378,0.0433982258807848,0.143995066632459,0.00858045797845022,0,0,0
GBRTENW,2012,45,m,53,889,887,1483,1364,4676,0.000538318443549666,0.0025112873551959,0.0185623845014914,0.0548820248665048,0.166875146884503,0.00873305974658067,0,0,0
GBRTENW,2012,45,f,38,587,669,1330,2382,5006,0.000404920280856658,0.00164854360174339,0.0129935741079447,0.0386521334148245,0.143752664085129,0.00906253453348831,0,0,0
GBRTENW,2012,45,b,91,1476,1556,2813,3746,9682,0.000473218022258441,0.00207865784666663,0.0156741394665401,0.0457911513138213,0.151390827843163,0.00890036363267142,0,0,0
GBRTENW,2012,46,m,47,913,910,1480,1444,4794,0.000477376732959138,0.00257908363925068,0.0190437090150588,0.0547710025640102,0.176662545528755,0.00895344063838916,0,0,0
GBRTENW,2012,46,f,41,572,666,1383,2444,5106,0.000436887671450604,0.00160641727461196,0.0129353069594786,0.040192406400528,0.147494337121769,0.00924356798401744,0,0,0
GBRTENW,2012,46,b,88,1485,1576,2863,3888,9900,0.000457617428118052,0.00209133258963411,0.015875606554799,0.0466050715291398,0.157129615230704,0.00910076430112033,0,0,0
GBRTENW,2012,47,m,48,928,894,1458,1412,4740,0.000487533684724226,0.00262145631678492,0.018708874570838,0.053956839012383,0.172747586071054,0.00885258836586663,0,0,0
GBRTENW,2012,47,f,40,582,628,1307,2371,4928,0.000426231874585956,0.00163450149269958,0.0121972564122411,0.0379837130625381,0.143088818868951,0.00892132844207558,0,0,0
GBRTENW,2012,47,b,88,1510,1522,2765,3783,9668,0.000457617428118052,0.00212654020898822,0.0153316454165001,0.0450097879071155,0.152886145683579,0.00888749386497287,0,0,0
GBRTENW,2012,48,m,38,865,905,1507,1285,4600,0.000385964167073345,0.00244349107114112,0.0189390732512398,0.0557702032864617,0.157210090723304,0.00859111951117859,0,0,0
GBRTENW,2012,48,f,39,539,646,1319,2247,4790,0.000415576077721307,0.00151373935492281,0.0125468593030378,0.0383324541159049,0.135605472795669,0.00867150228034538,0,0,0
GBRTENW,2012,48,b,77,1404,1551,2826,3532,9390,0.000400415249603296,0.00197725990292679,0.0156237726944754,0.0460027705698041,0.142742232766165,0.00863193704924444,0,0,0
GBRTENW,2012,49,m,56,938,921,1519,1370,4804,0.00056878929884493,0.00264970476847441,0.0192739076954606,0.0562142924964402,0.167609201782822,0.00897211698515259,0,0,0
GBRTENW,2012,49,f,47,564,654,1369,2404,5038,0.000500822452638498,0.00158394990014186,0.0127022383656141,0.0397855418382667,0.145080354517485,0.00912046523765763,0,0,0
GBRTENW,2012,49,b,103,1502,1575,2888,3774,9842,0.000535620398819993,0.0021152737707949,0.0158655332003861,0.0470120316367991,0.152522419722397,0.00904744669208347,0,0,0
GBRTENW,2012,50,m,50,913,947,1589,1539,5038,0.000507847588254402,0.00257908363925068,0.0198180136673194,0.0588048128879812,0.188285081418805,0.00940914349941689,0,0,0
GBRTENW,2012,50,f,33,634,681,1471,2529,5348,0.000351641296533413,0.00178053942675522,0.0132266427018092,0.0427498407918848,0.152624050155874,0.00968166893429794,0,0,0
GBRTENW,2012,50,b,83,1547,1628,3060,4068,10386,0.000431616437884072,0.0021786474856323,0.0163994209842721,0.0498119171774949,0.164404134454348,0.00954752909408442,0,0,0
GBRTENW,2012,51,m,47,951,1043,1731,1655,5427,0.000477376732959138,0.00268642775567075,0.0218270203326443,0.064059868539393,0.202476809452971,0.0101356533885144,0,0,0
GBRTENW,2012,51,f,32,670,780,1612,2930,6024,0.000340985499668765,0.00188164261187065,0.0151494586011911,0.0468475481689452,0.176824225763823,0.0109054550598749,0,0,0
GBRTENW,2012,51,b,79,1621,1823,3343,4585,11451,0.000410815645696888,0.00228286203892046,0.0183637250947961,0.0544187055961978,0.18529817022448,0.0105265507082959,0,0,0
GBRTENW,2012,52,m,31,589,738,1226,1204,3788,0.000314865504717729,0.00166383380451112,0.015444238739685,0.0453711142861328,0.147300349595998,0.00707460015398793,0,0,0
GBRTENW,2012,52,f,24,428,502,1171,2183,4308,0.000255739124751573,0.00120200453415021,0.00975003617666405,0.0340313144577139,0.131743100628815,0.00779892104879497,0,0,0
GBRTENW,2012,52,b,55,1017,1240,2397,3387,8096,0.000286010892573783,0.00143224595532518,0.01249095947205,0.039019335122371,0.136882203391563,0.00744240280624952,0,0,0
GBRTENW,2013,1,m,30,808,1047,1734,1757,5376,0.000301748183246883,0.00227979476520039,0.02112823432722,0.0626007675570154,0.207421173330614,0.00996361708011774,0,0,0
GBRTENW,2013,1,f,28,591,733,1727,3164,6243,0.000295539440313276,0.00165845279977347,0.0137488748086649,0.0496095665317653,0.188901111345166,0.0112289617951945,0,0,0
GBRTENW,2013,1,b,58,1399,1780,3461,4921,11619,0.000298718616265704,0.00196827654394484,0.0173037295845116,0.055366100555483,0.19512143122163,0.0106057661872672,0,0,0
GBRTENW,2013,2,m,61,1068,1071,1915,1775,5890,0.000613554639268662,0.00301339209063615,0.021612549154205,0.0691352190724824,0.209546148356198,0.0109162396952927,0,0,0
GBRTENW,2013,2,f,31,728,778,1788,3325,6650,0.000327204380346842,0.00204289955708136,0.0145929394285693,0.0513618442147055,0.198513336037508,0.0119610116831721,0,0,0
GBRTENW,2013,2,b,92,1796,1849,3703,5100,12540,0.000473829529249047,0.00252682249672976,0.0179744921358213,0.0592374083666437,0.202218918762511,0.011446450468055,0,0,0
GBRTENW,2013,3,m,37,983,1001,1594,1621,5236,0.000372156092671156,0.00277356219578215,0.0201999642421654,0.0575464956665989,0.191365806470647,0.00970414788532301,0,0,0
GBRTENW,2013,3,f,28,646,692,1562,2911,5839,0.000295539440313276,0.00181279273883868,0.0129798381549743,0.0448697990287304,0.173796186828628,0.0105023078523371,0,0,0
GBRTENW,2013,3,b,65,1629,1693,3156,4532,11075,0.000334770863056392,0.00229186739820311,0.0164579854980776,0.0504869729422434,0.179697282319941,0.0101092056565956,0,0,0
GBRTENW,2013,4,m,36,909,1035,1713,1614,5307,0.00036209781989626,0.00256476911085043,0.0208860769137275,0.0618426267734529,0.190539427294031,0.00983573583411177,0,0,0
GBRTENW,2013,4,f,33,592,745,1573,3011,5954,0.000348314340369219,0.00166125898048374,0.0139739587073061,0.0451857835289328,0.179766512724493,0.0107091524152792,0,0,0
GBRTENW,2013,4,b,69,1501,1780,3286,4625,11261,0.000355372146936786,0.00211178205322459,0.0173037295845116,0.0525666011052636,0.183384803779728,0.0102789855439208,0,0,0
GBRTENW,2013,5,m,41,904,982,1739,1758,5424,0.00041238918377074,0.00255066146997667,0.019816548337469,0.0627812772673874,0.207539227498702,0.0100525779469045,0,0,0
GBRTENW,2013,5,f,34,637,700,1554,2965,5890,0.000358869320380407,0.00178753711244619,0.0131298940874017,0.0446399921194924,0.177020162812395,0.010594038919381,0,0,0
GBRTENW,2013,5,b,75,1541,1682,3293,4723,11314,0.000386274072757376,0.00216805872353038,0.0163510523377239,0.0526785810832724,0.187270579081439,0.0103273636838576,0,0,0
GBRTENW,2013,6,m,40,933,1007,1645,1614,5239,0.000402330910995844,0.0026324857870445,0.0203210429489117,0.0593876947123935,0.190539427294031,0.00970970793949718,0,0,0
GBRTENW,2013,6,f,40,597,706,1598,2864,5805,0.000422199200447538,0.00167528988403513,0.0132424360367223,0.0459039301203017,0.170990133657571,0.0104411538076412,0,0,0
GBRTENW,2013,6,b,80,1530,1713,3243,4478,11044,0.000412025677607867,0.00215258263919629,0.0166524094259935,0.0518787240974954,0.177556140827161,0.0100809090087081,0,0,0
GBRTENW,2013,7,m,44,1001,988,1649,1608,5290,0.000442564002095428,0.00282434970292771,0.0199376270442152,0.0595321024806911,0.189831102285503,0.00980422886045812,0,0,0
GBRTENW,2013,7,f,42,663,694,1551,2788,5738,0.000443309160469915,0.00186049781091338,0.0130173521380811,0.0445538145285281,0.166452685976714,0.0103206443666227,0,0,0
GBRTENW,2013,7,b,86,1664,1682,3200,4396,11028,0.000442927603428457,0.00234110948472067,0.0163510523377239,0.0511908470897272,0.174304777819607,0.0100663042872177,0,0,0
GBRTENW,2013,8,m,50,866,985,1569,1645,5115,0.000502913638744805,0.00244344339933606,0.0198770876908421,0.0566439471147388,0.194199106504758,0.0094798923669647,0,0,0
GBRTENW,2013,8,f,30,596,670,1563,2870,5729,0.000316649400335653,0.00167248370332485,0.0125671843407988,0.0448985248923852,0.171348353211323,0.0103044565312621,0,0,0
GBRTENW,2013,8,b,80,1462,1655,3132,4515,10844,0.000412025677607867,0.00205691229967645,0.0160885800350375,0.0501030415890705,0.179023219257399,0.00989834999007882,0,0,0
GBRTENW,2013,9,m,46,965,945,1615,1596,5167,0.000462680547645221,0.0027227746886366,0.0190698963125338,0.0583046364501614,0.188414452268447,0.00957626663931703,0,0,0
GBRTENW,2013,9,f,31,595,719,1464,2804,5613,0.000327204380346842,0.00166967752261457,0.0134862769269169,0.0420546643905643,0.167407938120052,0.0100958133199466,0,0,0
GBRTENW,2013,9,b,77,1560,1664,3079,4400,10780,0.000396574714697572,0.00219479014192563,0.0161760708025996,0.0492551931841469,0.174463380893147,0.00983993110411745,0,0,0
GBRTENW,2013,10,m,39,894,1011,1692,1669,5305,0.000392272638220948,0.00252244618822914,0.0204017620867425,0.0610844859898904,0.19703240653887,0.00983202913132898,0,0,0
GBRTENW,2013,10,f,37,672,695,1577,2956,5937,0.000390534260413972,0.00188575343730587,0.0130361091296346,0.0453006869835518,0.176482833481767,0.0106785753929312,0,0,0
GBRTENW,2013,10,b,76,1566,1706,3269,4625,11242,0.000391424393727474,0.00220323164247149,0.0165843610512229,0.0522946497300994,0.183384803779728,0.0102616424371511,0,0,0
GBRTENW,2013,11,m,55,977,980,1615,1638,5265,0.000553205002619286,0.00275663302673363,0.0197761887685536,0.0583046364501614,0.193372727328143,0.00975789507567335,0,0,0
GBRTENW,2013,11,f,27,597,688,1624,2979,5915,0.000284984460302088,0.00167528988403513,0.0129048101887605,0.0466508025753254,0.177856008437816,0.0106390051287162,0,0,0
GBRTENW,2013,11,b,82,1574,1668,3239,4617,11180,0.000422326319548064,0.00221448697653265,0.0162149555881828,0.0518147355386332,0.183067597632649,0.010205049141376,0,0,0
GBRTENW,2013,12,m,31,946,945,1699,1591,5212,0.000311806456021779,0.00266916565331629,0.0190698963125338,0.0613371995844113,0.187824181428007,0.00965966745192963,0,0,0
GBRTENW,2013,12,f,43,596,664,1581,2976,5860,0.000453864140481103,0.00167248370332485,0.0124546423914782,0.0454155904381708,0.17767689866094,0.0105400794681787,0,0,0
GBRTENW,2013,12,b,74,1542,1609,3280,4567,11072,0.000381123751787277,0.00216946564028802,0.015641405000831,0.0524706182669703,0.181085059213409,0.0101064672713162,0,0,0
GBRTENW,2013,13,m,41,772,847,1347,1393,4400,0.00041238918377074,0.00217821975090928,0.0170922774356785,0.0486293159742213,0.164449456146583,0.00815474612212017,0,0,0
GBRTENW,2013,13,f,22,497,588,1325,2428,4860,0.000232209560246146,0.00139467181300747,0.0110291110334174,0.038061769342553,0.1449595127516,0.00874143109476936,0,0,0
GBRTENW,2013,13,b,63,1269,1435,2672,3821,9260,0.000324470221116195,0.00178537736545104,0.013949916827963,0.0427443573199222,0.151505585998344,0.00845248256253503,0,0,0
GBRTENW,2013,14,m,53,916,954,1635,1618,5176,0.000533088457069493,0.0025845198080737,0.0192515143726532,0.0590266752916494,0.191011643966383,0.00959294680183955,0,0,0
GBRTENW,2013,14,f,23,605,698,1527,2849,5702,0.000242764540257334,0.00169773932971734,0.0130923801042948,0.043864393800814,0.170094584773191,0.01025589302518,0,0,0
GBRTENW,2013,14,b,76,1521,1652,3162,4467,10878,0.000391424393727474,0.00213992038837749,0.0160594164458501,0.0505829557805367,0.177119982374929,0.00992938502324579,0,0,0
GBRTENW,2013,15,m,34,1031,1093,1834,1805,5797,0.000341981274346467,0.00290899554817029,0.0220565044122746,0.0662109617644557,0.213087773398838,0.0107438780158933,0,0,0
GBRTENW,2013,15,f,33,628,773,1709,3194,6337,0.000348314340369219,0.0017622814860537,0.0144991544708022,0.0490925009859797,0.190692209113925,0.0113980347422949,0,0,0
GBRTENW,2013,15,b,67,1659,1866,3543,4999,12134,0.000345071504996589,0.00233407490093244,0.0181397524745498,0.0566778660121573,0.198214191155645,0.0110758556602376,0,0,0
GBRTENW,2013,16,m,44,1017,1037,1804,1743,5645,0.000442564002095428,0.00286949415372375,0.0209264364826429,0.0651279035022236,0.205768414977382,0.0104621686044019,0,0,0
GBRTENW,2013,16,f,29,620,777,1614,3065,6105,0.000306094420324465,0.00173983204037149,0.0145741824370159,0.0463635439387778,0.18299048870826,0.010980748319664,0,0,0
GBRTENW,2013,16,b,73,1637,1814,3418,4808,11750,0.000375973430817179,0.00230312273226426,0.0176342502619686,0.0546782235477148,0.190640894394147,0.0107253423444694,0,0,0
GBRTENW,2013,17,m,37,977,1005,1557,1522,5098,0.000372156092671156,0.00275663302673363,0.0202806833799963,0.056210723809846,0.179678443829935,0.00944838539331106,0,0,0
GBRTENW,2013,17,f,28,577,688,1452,2782,5527,0.000295539440313276,0.00161916626982959,0.0129048101887605,0.0417099540267072,0.166094466422962,0.00994112955983338,0,0,0
GBRTENW,2013,17,b,65,1554,1693,3009,4304,10625,0.000334770863056392,0.00218634864137976,0.0164579854980776,0.0481353934040591,0.170656907128205,0.00969844786467977,0,0,0
GBRTENW,2013,18,m,39,980,992,1572,1413,4996,0.000392272638220948,0.00276509761125789,0.0200183461820461,0.056752252940962,0.166810539508343,0.00925934355138918,0,0,0
GBRTENW,2013,18,f,47,575,658,1325,2565,5170,0.000496084060525857,0.00161355390840904,0.0123421004421576,0.038061769342553,0.153138859228935,0.00929901209052625,0,0,0
GBRTENW,2013,18,b,86,1555,1650,2897,3978,10166,0.000442927603428457,0.0021877555581374,0.0160399740530585,0.0463437137559186,0.157730756634758,0.0092794749169256,0,0,0
GBRTENW,2013,19,m,44,794,873,1401,1220,4332,0.000442564002095428,0.00224029337075384,0.0176169518315789,0.0505788208462391,0.144026085067359,0.00802871822750559,0,0,0
GBRTENW,2013,19,f,29,521,595,1193,2143,4481,0.000306094420324465,0.0014620201500541,0.0111604099742915,0.0342699553401251,0.127944083948385,0.00805974336124722,0,0,0
GBRTENW,2013,19,b,73,1315,1468,2594,3363,8813,0.000375973430817179,0.00185009553630269,0.0142707163090242,0.0414965804221101,0.133345534078103,0.00804446315589862,0,0,0
GBRTENW,2013,20,m,50,901,981,1594,1328,4854,0.000502913638744805,0.00254219688545241,0.0197963685530113,0.0575464956665989,0.156775935220863,0.00899616765381167,0,0,0
GBRTENW,2013,20,f,37,576,652,1367,2360,4992,0.000390534260413972,0.00161636008911932,0.012229558492837,0.0392682556160528,0.140899691142412,0.00897885268005939,0,0,0
GBRTENW,2013,20,b,87,1477,1633,2961,3688,9846,0.000448077924398556,0.00207801605104112,0.01587471371433,0.0473675306977132,0.146232033803165,0.00898738048711878,0,0,0
GBRTENW,2013,21,m,49,866,840,1580,1332,4667,0.000492855365969909,0.00244344339933606,0.0169510189444745,0.0570410684775573,0.157248151893215,0.00864959094362156,0,0,0
GBRTENW,2013,21,f,27,522,649,1332,2331,4861,0.000284984460302088,0.00146482633076438,0.0121732875181767,0.0382628503881363,0.139168296632611,0.00874322974314277,0,0,0
GBRTENW,2013,21,b,76,1388,1489,2912,3663,9528,0.000391424393727474,0.00195280045961075,0.0144748614333358,0.0465836708516517,0.145240764593544,0.00869711164749824,0,0,0
GBRTENW,2013,22,m,41,729,796,1272,1151,3989,0.00041238918377074,0.0020568940393949,0.0160631084283354,0.045921670318641,0.135880347469287,0.00739301870025849,0,0,0
GBRTENW,2013,22,f,26,530,632,1207,1947,4342,0.000274429480290899,0.00148727577644659,0.0118544186617684,0.0346721174312917,0.11624224519249,0.00780973123734332,0,0,0
GBRTENW,2013,22,b,67,1259,1428,2479,3098,8331,0.000345071504996589,0.00177130819787459,0.0138818684531924,0.039656909354823,0.122838080456129,0.00760449592100209,0,0,0
GBRTENW,2013,23,m,34,875,950,1414,1341,4614,0.000341981274346467,0.00246883715290883,0.0191707952348223,0.0510481460932063,0.158310639406007,0.00855136331987784,0,0,0
GBRTENW,2013,23,f,27,587,680,1389,2184,4867,0.000284984460302088,0.00164722807693236,0.0127547542563331,0.0399002246164575,0.13039191756569,0.00875402163338322,0,0,0
GBRTENW,2013,23,b,61,1462,1630,2803,3525,9481,0.000314169579175999,0.00205691229967645,0.0158455501251426,0.0448399826226579,0.139768958556441,0.00865421027812037,0,0,0
GBRTENW,2013,24,m,49,845,876,1369,1229,4368,0.000492855365969909,0.00238419130766624,0.017677491184952,0.0494235586998582,0.145088572580151,0.00809543887759566,0,0,0
GBRTENW,2013,24,f,28,562,625,1253,2032,4500,0.000295539440313276,0.00157707355917544,0.0117231197208944,0.0359935071594105,0.121317022203975,0.008093917680342,0,0,0
GBRTENW,2013,24,b,77,1407,1501,2622,3261,8868,0.000396574714697572,0.001979531878006,0.0145915157900853,0.0419445003341452,0.129301155702852,0.00809466688602167,0,0,0
GBRTENW,2013,25,m,50,863,842,1388,1228,4371,0.000502913638744805,0.0024349788148118,0.0169913785133899,0.0501094955992718,0.144970518412063,0.00810099893176984,0,0,0
GBRTENW,2013,25,f,31,561,653,1235,2053,4533,0.000327204380346842,0.00157426737846517,0.0122483154843905,0.0354764416136249,0.122570790642107,0.00815327307666451,0,0,0
GBRTENW,2013,25,b,81,1424,1495,2623,3281,8904,0.000417175998577966,0.00200344946288596,0.0145331886117106,0.0419604974738607,0.130094171070549,0.00812752750937494,0,0,0
GBRTENW,2013,26,m,35,861,846,1310,1157,4209,0.000352039547121364,0.00242933575846229,0.0170720976512207,0.0472935441174684,0.136588672477815,0.0078007560063645,0,0,0
GBRTENW,2013,26,f,24,538,623,1215,1979,4379,0.000253319520268523,0.00150972522212881,0.0116856057377875,0.0349019243405298,0.118152749479167,0.00787628122715947,0,0,0
GBRTENW,2013,26,b,59,1399,1469,2525,3136,8588,0.000303868937235802,0.00196827654394484,0.01428043750542,0.0403927777817378,0.124344809654752,0.00783908425994069,0,0,0
GBRTENW,2013,27,m,31,854,861,1336,1211,4293,0.000311806456021779,0.00240958506123902,0.0173747944180864,0.0482321946114029,0.142963597554567,0.00795643752324134,0,0,0
GBRTENW,2013,27,f,37,581,628,1212,2012,4470,0.000390534260413972,0.0016303909926707,0.0117793906955547,0.0348157467495655,0.120122957024802,0.00803995822913972,0,0,0
GBRTENW,2013,27,b,68,1435,1489,2548,3223,8763,0.000350221825966687,0.00201892554722005,0.0144748614333358,0.0407607119951953,0.12779442650423,0.0079988234012413,0,0,0
GBRTENW,2013,28,m,41,840,859,1294,1232,4266,0.00041238918377074,0.00237008366679248,0.0173344348491709,0.0467159130442779,0.145442735084415,0.00790639703567379,0,0,0
GBRTENW,2013,28,f,36,526,591,1200,1914,4267,0.000379979280402784,0.00147605105360549,0.0110853820080777,0.0344710363857084,0.114272037646854,0.00767483260933762,0,0,0
GBRTENW,2013,28,b,77,1366,1450,2494,3146,8533,0.000396574714697572,0.00192184829094257,0.0140957347738999,0.0398968664505561,0.1247413173386,0.00778888052981765,0,0,0
GBRTENW,2013,29,m,38,881,885,1367,1170,4341,0.000382214365446052,0.00248576632195735,0.0178591092450713,0.0493513548157094,0.138123376662959,0.00804539839002811,0,0,0
GBRTENW,2013,29,f,29,562,580,1218,2060,4449,0.000306094420324465,0.00157707355917544,0.01087905510099,0.034988101931494,0.122988713454817,0.00800218661329812,0,0,0
GBRTENW,2013,29,b,67,1443,1465,2585,3230,8790,0.000345071504996589,0.0020301808812812,0.0142415527198368,0.0413526061646702,0.128071981882923,0.00802346886875625,0,0,0
GBRTENW,2013,30,m,40,828,821,1287,1109,4085,0.000402330910995844,0.00233622532869544,0.0165676030397781,0.0464631994497571,0.130922072409591,0.00757094043383203,0,0,0
GBRTENW,2013,30,f,27,510,618,1183,2053,4391,0.000284984460302088,0.00143115216224106,0.0115918207800204,0.0339826967035775,0.122570790642107,0.00789786500764038,0,0,0
GBRTENW,2013,30,b,67,1338,1439,2470,3162,8476,0.000345071504996589,0.00188245462172852,0.0139888016135462,0.0395129350973832,0.125375729632757,0.00773685120950831,0,0,0
